MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL_CONSUMPTION*,,,,CO2_EMISSIONS
2001,DODGE,RAM 2500 VAN CNG,VAN - CARGO,5.2,8,A4,N,20.8,16.3,18.8,15,355
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.2,8,A4,X,21.4,15.8,18.9,15,435
2001,DODGE,RAM 2500 WAGON,VAN - PASSENGER,5.9,8,A4,X,21.6,14.5,18.4,15,423
2001,DODGE,RAM 2500 WAGON CNG,VAN - PASSENGER,5.2,8,A4,N,21.4,16.1,19,15,359
2001,DODGE,VIPER GTS,TWO-SEATER,8,10,M6,Z,23,12.3,18.2,16,419
2001,DODGE,VIPER RT/10,TWO-SEATER,8,10,M6,Z,23,12.3,18.2,16,419
2001,FORD,COUGAR,COMPACT,2.5,6,A4,X,13.3,8.9,11.3,25,260
2001,FORD,COUGAR,COMPACT,2.5,6,M5,X,12.9,8.6,10.9,26,251
2001,FORD,CROWN VICTORIA,FULL-SIZE,4.6,8,A4,X,14.9,10.2,12.8,22,294
2001,FORD,CROWN VICTORIA NGV,FULL-SIZE,4.6,8,A4,N,17.3,11.1,14.5,19,274
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.2,6,A4,X,18,13,15.8,18,363
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,4.6,8,A4,X,18.1,12.9,15.8,18,363
2001,FORD,E150 CLUB WAGON,VAN - PASSENGER,5.4,8,A4,X,20.2,15,17.9,16,412
2001,FORD,E150 VAN,VAN - CARGO,4.2,6,A4,X,18,13,15.8,18,363
2001,FORD,E150 VAN,VAN - CARGO,4.6,8,A4,X,16.7,12.3,14.7,19,338
2001,FORD,E150 VAN,VAN - CARGO,5.4,8,A4,X,17.9,13.3,15.8,18,363
2001,FORD,E250 VAN,VAN - CARGO,4.2,6,A4,X,18,13,15.8,18,363
2001,FORD,E250 VAN,VAN - CARGO,5.4,8,A4,X,20.8,16.1,18.7,15,430
2001,FORD,E250 VAN NGV,VAN - CARGO,5.4,8,A4,N,22.1,17.4,20,14,378
2001,FORD,ESCAPE,SUV,2,4,M5,X,11.4,9.1,10.4,27,239
2001,FORD,ESCAPE,SUV,3,6,A4,X,14.7,10.5,12.8,22,294
2001,FORD,ESCAPE 4X4,SUV,2,4,M5,X,12,9.8,11,26,253
2001,FORD,ESCAPE 4X4,SUV,3,6,A4,X,15,10.9,13.1,22,301
2001,FORD,EX SPORT 4X4,SUV,4,6,A5,X,17.4,13.1,15.5,18,357
2001,FORD,EX SPORT TRAC,PICKUP TRUCK - STANDARD,4,6,A5,X,16.7,12.5,14.8,19,340
2001,FORD,EX SPORT TRAC,PICKUP TRUCK - STANDARD,4,6,M5,X,15.3,12.1,13.9,20,320
2001,FORD,EX SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4,6,A5,X,17.4,13.1,15.5,18,357
2001,FORD,EX SPORT TRAC 4X4,PICKUP TRUCK - STANDARD,4,6,M5,X,16.3,12.9,14.8,19,340
2001,FORD,EXPEDITION 4X4,SUV,4.6,8,A4,X,18.7,13.9,16.6,17,382
2001,FORD,EXPEDITION 4X4,SUV,5.4,8,A4,X,21.2,15.3,18.5,15,426
2001,FORD,EXPLORER 4X4,SUV,4,6,A5,X,17.4,13.1,15.5,18,357
2001,FORD,EXPLORER 4X4,SUV,5,8,A4,X,18.6,13.3,16.2,17,373
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,A4,X,16.4,12.6,14.7,19,338
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.2,6,M5,X,16.2,12.6,14.6,19,336
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,A4,X,16.7,12.5,14.8,19,340
2001,FORD,F150,PICKUP TRUCK - STANDARD,4.6,8,M5,X,17.2,13.3,15.4,18,354
2001,FORD,F150,PICKUP TRUCK - STANDARD,5.4,8,A4,X,17.9,13.3,15.8,18,363
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.2,6,A4,X,17.1,13.4,15.4,18,354
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.2,6,M5,X,17.2,13.5,15.5,18,357
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,A4,X,17.3,13.7,15.7,18,361
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,4.6,8,M5,X,18.4,13.9,16.4,17,377
2001,FORD,F150 4X4,PICKUP TRUCK - STANDARD,5.4,8,A4,X,19.3,15,17.3,16,398
2001,FORD,FOCUS,COMPACT,2,4,A4,X,10.5,7.9,9.3,30,214
2001,FORD,FOCUS,COMPACT,2,4,M5,X,9.6,7.2,8.5,33,196
2001,FORD,FOCUS #,COMPACT,2,4,A4,X,10.9,8.2,9.7,29,223
2001,FORD,FOCUS #,COMPACT,2,4,M5,X,10.9,7.9,9.5,30,219
2001,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2,4,A4,X,10.5,7.9,9.3,30,214
2001,FORD,FOCUS WAGON,STATION WAGON - MID-SIZE,2,4,M5,X,9.6,7.2,8.5,33,196
2001,FORD,FOCUS WAGON #,STATION WAGON - MID-SIZE,2,4,A4,X,10.9,8.2,9.7,29,223
2001,FORD,FOCUS WAGON #,STATION WAGON - MID-SIZE,2,4,M5,X,10.9,7.9,9.5,30,219
2001,FORD,GRAND MARQUIS,FULL-SIZE,4.6,8,A4,X,14.9,10.2,12.8,22,294
2001,FORD,MUSTANG,SUBCOMPACT,3.8,6,A4,X,13.8,9.6,11.9,24,274
2001,FORD,MUSTANG,SUBCOMPACT,3.8,6,M5,X,13.7,8.9,11.6,24,267
2001,FORD,MUSTANG,SUBCOMPACT,4.6,8,A4,X,14.8,10.3,12.8,22,294
2001,FORD,MUSTANG,SUBCOMPACT,4.6,8,M5,X,15,10.3,12.9,22,297
2001,FORD,MUSTANG #,SUBCOMPACT,4.6,8,M5,Z,15.5,10.3,13.2,21,304
2001,FORD,RANGER,PICKUP TRUCK - STANDARD,3,6,A5,X,16,12,14.2,20,327
2001,FORD,RANGER,PICKUP TRUCK - STANDARD,3,6,M5,X,15.2,11.3,13.5,21,311
2001,FORD,RANGER,PICKUP TRUCK - STANDARD,4,6,A5,X,15.9,12,14.1,20,324
2001,FORD,RANGER,PICKUP TRUCK - STANDARD,4,6,M5,X,15.3,12,13.8,20,317
2001,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3,6,A5,X,17.4,13.5,15.7,18,361
2001,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,3,6,M5,X,15.7,12.6,14.3,20,329
2001,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4,6,A5,X,17.3,13.5,15.6,18,359
2001,FORD,RANGER 4X4,PICKUP TRUCK - STANDARD,4,6,M5,X,16.9,13.1,15.2,19,350
2001,FORD,TAURUS,MID-SIZE,3,6,A4,X,14.6,9.5,12.3,23,283
2001,FORD,TAURUS #,MID-SIZE,3,6,A4,X,13.5,9.5,11.7,24,269
2001,FORD,TAURUS WAGON,STATION WAGON - MID-SIZE,3,6,A4,X,14.9,9.8,12.6,22,290
2001,FORD,TAURUS WAGON #,STATION WAGON - MID-SIZE,3,6,A4,X,14.3,9.9,12.3,23,283
2001,FORD,WINDSTAR WAGON,MINIVAN,3.8,6,A4,X,14.9,10.7,13,22,299
2001,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,A4,X,16,11.8,14.1,20,324
2001,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.3,6,M5,X,17.1,12.7,15.1,19,347
2001,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17,12.7,15.1,19,347
2001,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,4.8,8,M5,X,18.6,12.8,16,18,368
2001,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,17.6,13.7,15.8,18,363
2001,GMC,C1500 YUKON,SUV,4.8,8,A4,X,17.6,12.9,15.5,18,357
2001,GMC,C1500 YUKON,SUV,5.3,8,A4,X,18.7,14.9,17,17,391
2001,GMC,C1500 YUKON XL,SUV,5.3,8,A4,X,18.7,14.9,17,17,391
2001,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,4.3,6,A4,X,17.8,13.9,16,18,368
2001,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,5,8,A4,X,18.7,14.6,16.9,17,389
2001,GMC,G15/G25 SAVANA CARGO,VAN - CARGO,5.7,8,A4,X,19.3,14.9,17.3,16,398
2001,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,4.3,6,A4,X,18.3,14.3,16.5,17,380
2001,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5,8,A4,X,18.7,14.6,16.9,17,389
2001,GMC,G1500/G2500 SAVANA PASSENGER,VAN - PASSENGER,5.7,8,A4,X,19.9,15,17.7,16,407
2001,GMC,JIMMY,SUV,4.3,6,A4,X,15.4,11.4,13.6,21,313
2001,GMC,JIMMY,SUV,4.3,6,M5,X,17,12.2,14.9,19,343
2001,GMC,JIMMY 4X4,SUV,4.3,6,A4,X,17.2,12.8,15.2,19,350
2001,GMC,JIMMY 4X4,SUV,4.3,6,M5,X,18.7,14.5,16.8,17,386
2001,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,17.2,12.8,15.2,19,350
2001,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.7,14.5,16.8,17,386
2001,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.1,13.6,15.5,18,357
2001,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,M5,X,20.3,14.7,17.8,16,409
2001,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,18,14.5,16.4,17,377
2001,GMC,K1500 SIERRA 4X4,PICKUP TRUCK - STANDARD,6,8,A4,X,23.2,18,20.8,14,478
2001,GMC,K1500 YUKON 4X4,SUV,4.8,8,A4,X,18.9,14.6,17,17,391
2001,GMC,K1500 YUKON 4X4,SUV,5.3,8,A4,X,19.1,15.4,17.5,16,403
2001,GMC,K1500 YUKON 4X4,SUV,6,8,A4,X,22.4,16.3,19.7,14,453
2001,GMC,K1500 YUKON XL 4X4,SUV,5.3,8,A4,X,19.1,15.4,17.5,16,403
2001,GMC,K1500 YUKON XL 4X4,SUV,6,8,A4,X,22.4,16.3,19.7,14,453
2001,GMC,SAFARI CARGO,VAN - CARGO,4.3,6,A4,X,15.4,11.4,13.6,21,313
2001,GMC,SAFARI CARGO AWD,VAN - CARGO,4.3,6,A4,X,17.2,12.8,15.2,19,350
2001,GMC,SAFARI PASSENGER,VAN - PASSENGER,4.3,6,A4,X,16,11.8,14.1,20,324
2001,GMC,SAFARI PASSENGER AWD,VAN - PASSENGER,4.3,6,A4,X,17.9,13.8,16.1,18,370
2001,GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6,A4,X,15.4,11.4,13.6,21,313
2001,GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6,M5,X,17,11.9,14.7,19,338
2001,GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,18.2,14.5,16.5,17,380
2001,GMC,SONOMA 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,18.6,14.3,16.7,17,384
2001,GMC,SONOMA FFV,PICKUP TRUCK - SMALL,2.2,4,A4,X,14.2,10.1,12.3,23,283
2001,GMC,SONOMA FFV,PICKUP TRUCK - SMALL,2.2,4,A4,E,19.6,14.3,17.2,16,275
2001,GMC,SONOMA FFV,PICKUP TRUCK - SMALL,2.2,4,M5,X,13,9.3,11.3,25,260
2001,GMC,SONOMA FFV,PICKUP TRUCK - SMALL,2.2,4,M5,E,17.3,12.9,15.3,18,245
2001,HONDA,ACCORD,MID-SIZE,2.3,4,A4,X,11.8,8.6,10.4,27,239
2001,HONDA,ACCORD,MID-SIZE,2.3,4,M5,X,11,8.1,9.7,29,223
2001,HONDA,ACCORD,MID-SIZE,3,6,A4,X,13.2,9,11.3,25,260
2001,HONDA,CIVIC,COMPACT,1.7,4,A4,X,9.3,7,8.2,34,189
2001,HONDA,CIVIC,COMPACT,1.7,4,M5,X,8.6,6.8,7.8,36,179
2001,HONDA,CIVIC Si/Si-G,COMPACT,1.7,4,A4,X,9.3,7.2,8.3,34,191
2001,HONDA,CIVIC Si/Si-G,COMPACT,1.7,4,M5,X,8.9,7.4,8.3,34,191
2001,HONDA,CR-V,SUV,2,4,A4,X,12.5,10.5,11.6,24,267
2001,HONDA,CR-V,SUV,2,4,M5,X,12.5,10.5,11.6,24,267
2001,HONDA,INSIGHT,TWO-SEATER,1,3,M5,X,4.9,4,4.5,63,104
2001,HONDA,ODYSSEY,MINIVAN,3.5,6,A4,X,14.9,10.2,12.8,22,294
2001,HONDA,PRELUDE,SUBCOMPACT,2.2,4,AS4,Z,12.7,9.7,11.3,25,260
2001,HONDA,PRELUDE,SUBCOMPACT,2.2,4,M5,Z,12,9.6,10.9,26,251
2001,HONDA,S2000,TWO-SEATER,2,4,M6,Z,13.2,9.9,11.7,24,269
2001,HYUNDAI,ACCENT,COMPACT,1.5,4,A4,X,10.8,7.4,9.3,30,214
2001,HYUNDAI,ACCENT,COMPACT,1.5,4,M5,X,9.6,7.2,8.5,33,196
2001,HYUNDAI,ACCENT,COMPACT,1.6,4,A4,X,10.8,7.3,9.2,31,212
2001,HYUNDAI,ACCENT,COMPACT,1.6,4,M5,X,10,7,8.6,33,198
2001,HYUNDAI,ELANTRA,COMPACT,2,4,A4,X,11,7.8,9.5,30,219
2001,HYUNDAI,ELANTRA,COMPACT,2,4,M5,X,11,7.8,9.5,30,219
2001,HYUNDAI,SANTA FE,SUV,2.7,6,A4,X,14.2,11,12.7,22,292
2001,HYUNDAI,SONATA 2.4L,MID-SIZE,2.4,4,A4,X,12.9,9.1,11.2,25,258
2001,HYUNDAI,SONATA 2.5L,MID-SIZE,2.5,6,A4,X,13.4,9.4,11.6,24,267
2001,HYUNDAI,TIBURON,SUBCOMPACT,2,4,A4,X,12.5,8.6,10.7,26,246
2001,HYUNDAI,TIBURON,SUBCOMPACT,2,4,M5,X,11.5,8.2,10,28,230
2001,HYUNDAI,XG300,MID-SIZE,3,6,A5,X,14.2,9.5,12.1,23,278
2001,INFINITI,G20,COMPACT,2,4,A4,X,11.6,8.5,10.2,28,235
2001,INFINITI,G20,COMPACT,2,4,M5,X,11.4,8.2,10,28,230
2001,INFINITI,I30,MID-SIZE,3,6,A4,X,13.6,9.6,11.8,24,271
2001,INFINITI,Q45,MID-SIZE,4.1,8,A4,Z,15,11,13.2,21,304
2001,INFINITI,QX4 4X4,SUV,3.5,6,A4,X,17.3,13.9,15.8,18,363
2001,ISUZU,RODEO 4X4,SUV,3.2,6,A4,X,16.2,12.5,14.5,19,334
2001,ISUZU,RODEO 4X4,SUV,3.2,6,M5,X,16.3,12.6,14.6,19,336
2001,ISUZU,TROOPER 4X4,SUV,3.5,6,A4,X,17.3,13.4,15.6,18,359
2001,ISUZU,TROOPER 4X4,SUV,3.5,6,M5,X,17.7,13.7,15.9,18,366
2001,JAGUAR,S-TYPE,MID-SIZE,3,6,A5,Z,14.9,9.9,12.7,22,292
2001,JAGUAR,S-TYPE,MID-SIZE,4,8,A5,Z,15.2,10.5,13.1,22,301
2001,JAGUAR,VANDEN PLAS,MID-SIZE,4,8,A5,Z,15.3,10.7,13.3,21,306
2001,JAGUAR,XJ8,COMPACT,4,8,A5,Z,15.3,10.7,13.3,21,306
2001,JAGUAR,XJ8L,MID-SIZE,4,8,A5,Z,15.3,10.7,13.3,21,306
2001,JAGUAR,XJR #,COMPACT,4,8,A5,Z,16.3,11.7,14.2,20,327
2001,JAGUAR,XK8,SUBCOMPACT,4,8,A5,Z,15.3,10.7,13.3,21,306
2001,JAGUAR,XK8 CONVERTIBLE,MINICOMPACT,4,8,A5,Z,15.3,10.7,13.3,21,306
2001,JAGUAR,XKR #,SUBCOMPACT,4,8,A5,Z,16.3,11.7,14.2,20,327
2001,JAGUAR,XKR CONVERTIBLE #,MINICOMPACT,4,8,A5,Z,16.3,11.7,14.2,20,327
2001,JEEP,CHEROKEE 4X4,SUV,4,6,A4,X,17.3,12.8,15.3,18,352
2001,JEEP,CHEROKEE 4X4,SUV,4,6,M5,X,15.2,11.5,13.6,21,313
2001,JEEP,GRAND CHEROKEE 4X4,SUV,4,6,A4,X,16.6,12.5,14.7,19,338
2001,JEEP,GRAND CHEROKEE 4X4,SUV,4.7,8,A5,X,18.4,13.3,16.1,18,370
2001,JEEP,LIBERTY 4X4,SUBCOMPACT,3.7,6,A4,Z,16.5,12.9,14.9,19,343
2001,JEEP,TJ 4X4,SUV,2.5,4,A3,X,16.4,13.9,15.3,18,352
2001,JEEP,TJ 4X4,SUV,2.5,4,M5,X,14.2,12.7,13.5,21,311
2001,JEEP,TJ 4X4,SUV,4,6,A3,X,17.4,14.5,16.1,18,370
2001,JEEP,TJ 4X4,SUV,4,6,M5,X,16.7,13.5,15.3,18,352
2001,KIA,MAGENTIS,COMPACT,2.4,4,A4,X,13.3,9.6,11.6,24,267
2001,KIA,MAGENTIS,COMPACT,2.4,4,M5,X,12.5,9.1,11,26,253
2001,KIA,MAGENTIS,COMPACT,2.5,6,A4,X,13.8,10.2,12.2,23,281
2001,KIA,MAGENTIS,COMPACT,2.5,6,M5,X,12.8,9.7,11.4,25,262
2001,KIA,RIO,SUBCOMPACT,1.5,4,A4,X,10.6,8.2,9.6,29,221
2001,KIA,RIO,SUBCOMPACT,1.5,4,M5,X,9.9,8.1,9.1,31,209
2001,KIA,SEPHIA,COMPACT,1.8,4,A4,X,12.1,8.3,10.4,27,239
2001,KIA,SEPHIA,COMPACT,1.8,4,M5,X,11.7,8.9,10.4,27,239
2001,KIA,SPORTAGE,SUV,2,4,A4,X,14.6,11.8,13.3,21,306
2001,KIA,SPORTAGE,SUV,2,4,M5,X,13.3,11.4,12.5,23,288
2001,LEXUS,ES 300,COMPACT,3,6,A4,X,13.8,9.7,12,24,276
2001,LEXUS,GS 300,MID-SIZE,3,6,AS5,Z,14.9,10.6,13,22,299
2001,LEXUS,GS 430,MID-SIZE,4.3,8,A5,Z,14.5,11.1,12.9,22,297
2001,LEXUS,IS 300,SUBCOMPACT,3,6,AS5,Z,14.9,11.1,13.2,21,304
2001,LEXUS,LS 430,FULL-SIZE,4.3,8,A5,Z,14.4,10.4,12.6,22,290
2001,LEXUS,LX 470,SUV,4.7,8,A4,X,20.2,16,18.3,15,421
2001,LEXUS,RX 300,SUV,3,6,A4,X,14.3,11,12.8,22,294
2001,LEXUS,RX 300 4X4,SUV,3,6,A4,X,14.6,11.4,13.2,21,304
2001,LINCOLN,CONTINENTAL,FULL-SIZE,4.6,8,A4,Z,15.2,10.2,12.9,22,297
2001,LINCOLN,LS,MID-SIZE,3,6,A5,Z,15.6,10.4,13.3,21,306
2001,LINCOLN,LS,MID-SIZE,3,6,M5,Z,14.6,10.1,12.5,23,288
2001,LINCOLN,LS,MID-SIZE,3.9,8,A5,Z,15.7,10.7,13.5,21,311
2001,LINCOLN,LS,MID-SIZE,3.9,8,A5,Z,15.9,10.7,13.6,21,313
2001,LINCOLN,NAVIGATOR 4X4,SUV,5.4,8,A4,Z,22.4,16,19.5,14,449
2001,LINCOLN,TOWN CAR,FULL-SIZE,4.6,8,A4,X,14.9,10.2,12.8,22,294
2001,MAZDA,626,MID-SIZE,2,4,A4,X,12.8,9.4,11.2,25,258
2001,MAZDA,626,MID-SIZE,2,4,M5,X,10.8,8.1,9.6,29,221
2001,MAZDA,626,MID-SIZE,2.5,6,A4,Z,13.7,10.1,12.1,23,278
2001,MAZDA,626,MID-SIZE,2.5,6,M5,Z,13.3,10.1,11.8,24,271
2001,MAZDA,B3000,PICKUP TRUCK - STANDARD,3,6,A5,X,16,12,14.2,20,327
2001,MAZDA,B3000,PICKUP TRUCK - STANDARD,3,6,M5,X,15.2,11.3,13.5,21,311
2001,MAZDA,B4000,PICKUP TRUCK - STANDARD,4,6,A5,X,16.4,12.3,14.6,19,336
2001,MAZDA,B4000,PICKUP TRUCK - STANDARD,4,6,M5,X,15.4,12,13.9,20,320
2001,MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4,6,A5,X,17.3,13.5,15.6,18,359
2001,MAZDA,B4000 4X4,PICKUP TRUCK - STANDARD,4,6,M5,X,16.9,13.1,15.2,19,350
2001,MAZDA,MILLENIA,COMPACT,2.5,6,A4,Z,13.8,9.8,12,24,276
2001,MAZDA,MILLENIA #,COMPACT,2.3,6,A4,Z,13.7,9.5,11.8,24,271
2001,MAZDA,MPV,MINIVAN,2.5,6,A4,X,15.2,11.7,13.6,21,313
2001,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,A4,Z,12,9.3,10.8,26,248
2001,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,M5,Z,11.6,9.1,10.5,27,242
2001,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,M6,Z,11.8,9.3,10.7,26,246
2001,MAZDA,PROTEGE,COMPACT,1.6,4,A4,X,10.6,8.2,9.6,29,221
2001,MAZDA,PROTEGE,COMPACT,1.6,4,M5,X,9.8,8,9,31,207
2001,MAZDA,PROTEGE,COMPACT,2,4,A4,X,11.3,8.8,10.2,28,235
2001,MAZDA,PROTEGE,COMPACT,2,4,M5,X,11,8.7,9.9,29,228
2001,MAZDA,TRIBUTE,SUV,2,4,M5,X,11.4,9.1,10.4,27,239
2001,MAZDA,TRIBUTE,SUV,3,6,A4,X,14.7,10.5,12.8,22,294
2001,MAZDA,TRIBUTE 4X4,SUV,2,4,M5,X,12,9.8,11,26,253
2001,MAZDA,TRIBUTE 4X4,SUV,3,6,A4,X,15,10.9,13.1,22,301
2001,MERCEDES-BENZ,C 240,COMPACT,2.6,6,A5,Z,13.4,9.7,11.7,24,269
2001,MERCEDES-BENZ,C 240,COMPACT,2.6,6,M6,Z,14.5,9.6,12.3,23,283
2001,MERCEDES-BENZ,C 320,COMPACT,3.2,6,A5,Z,13.8,10.1,12.1,23,278
2001,MERCEDES-BENZ,CL 500,COMPACT,5,8,A5,Z,16.2,11.1,13.9,20,320
2001,MERCEDES-BENZ,CL 600,COMPACT,5.8,12,A5,Z,16.9,11,14.2,20,327
2001,MERCEDES-BENZ,CLK 320,SUBCOMPACT,3.2,6,A5,Z,12.9,8.9,11.1,25,255
2001,MERCEDES-BENZ,CLK 320 CABRIOLET,MINICOMPACT,3.2,6,A5,Z,13.3,8.9,11.3,25,260
2001,MERCEDES-BENZ,CLK 430,SUBCOMPACT,4.3,8,A5,Z,14.5,10.3,12.6,22,290
2001,MERCEDES-BENZ,CLK 430 CABRIOLET,MINICOMPACT,4.3,8,A5,Z,14.8,10.5,12.9,22,297
2001,MERCEDES-BENZ,CLK 55 AMG,SUBCOMPACT,5.5,8,A5,Z,15.1,10.6,13.1,22,301
2001,MERCEDES-BENZ,E 320,MID-SIZE,3.2,6,A5,Z,13.1,9,11.3,25,260
2001,MERCEDES-BENZ,E 320 4MATIC 4X4,MID-SIZE,3.2,6,A5,Z,13.4,9.6,11.7,24,269
2001,MERCEDES-BENZ,E 320 4MATIC WAGON 4X4,STATION WAGON - MID-SIZE,3.2,6,A5,Z,13.5,9.6,11.8,24,271
2001,MERCEDES-BENZ,E 320 WAGON,STATION WAGON - MID-SIZE,2.3,6,A5,Z,13.5,9.3,11.6,24,267
2001,MERCEDES-BENZ,E 430,MID-SIZE,4.3,8,A5,Z,14.7,10.3,12.7,22,292
2001,MERCEDES-BENZ,E 430 4MATIC 4X4,MID-SIZE,4.3,8,A5,Z,15.1,11,13.2,21,304
2001,MERCEDES-BENZ,E 55 AMG,MID-SIZE,5.5,8,A5,Z,15.2,10.7,13.2,21,304
2001,MERCEDES-BENZ,ML 320 4X4,SUV,3.2,6,A5,Z,15.5,12.2,14,20,322
